id_producto,nombre,categoria,subcategoria,marca,precio_lista,costo_unitario,fecha_alta
P0600,Televisores Tika Eco 59,Electrohogar,Televisores,Tika,2329.48,1578.63,2020-02-14
P0601,Ambientadores Killa Premium 84,Limpieza,Ambientadores,Killa,7.04,5.13,2020-07-27
P0602,Textil hogar Kusi Premium 21,Hogar,Textil hogar,Kusi,36.93,25.19,2019-05-12
P0603,Snacks Chaska Clásico 6,Abarrotes,Snacks,Chaska,25.84,18.31,2018-10-07
P0604,Shampoo Misti Eco 56,Cuidado Personal,Shampoo,Misti,20.42,16.13,2019-05-11
P0605,Cuidado de piel Wayra Familiar 21,Cuidado Personal,Cuidado de piel,Wayra,89.24,62.48,2019-03-20
P0606,Muebles pequeños Wayra Clásico 53,Hogar,Muebles pequeños,Wayra,12.37,9.31,2021-05-24
P0607,Aceites Killa Lite 89,Abarrotes,Aceites,Killa,21.77,13.4,2020-09-18
P0608,Licuadoras Chaska Max 13,Electrohogar,Licuadoras,Chaska,109.52,75.13,2020-12-19
P0609,Jabones Misti Familiar 14,Cuidado Personal,Jabones,Misti,25.8,15.89,2018-08-28
P0610,Decoración Wayra Familiar 94,Hogar,Decoración,Wayra,14.82,9.35,2019-07-07
P0611,Afeitado Runa Clásico 68,Cuidado Personal,Afeitado,Runa,48.89,35.73,2020-02-26
P0612,Ambientadores Wayra Lite 84,Limpieza,Ambientadores,Wayra,50.21,40.0,2020-12-14
P0613,Hervidores Andes Max 58,Electrohogar,Hervidores,Andes,728.01,520.45,2020-08-10
P0614,Jugos Nuna Premium 2,Bebidas,Jugos,Nuna,12.45,8.17,2021-11-13
P0615,Fideos y pastas Inti Premium 70,Abarrotes,Fideos y pastas,Inti,3.03,2.19,2019-03-22
P0616,Lavado Chaska Lite 5,Electrohogar,Lavado,Chaska,784.84,622.08,2019-12-23
P0617,Licuadoras Pacífico Familiar 98,Electrohogar,Licuadoras,Pacífico,377.16,275.75,2021-09-21
P0618,Lavado Sami Eco 1,Electrohogar,Lavado,Sami,305.65,190.14,2018-09-15
P0619,Desinfectantes Misti Premium 46,Limpieza,Desinfectantes,Misti,8.12,4.91,2018-07-24
P0620,Hervidores Kusi Eco 49,Electrohogar,Hervidores,Kusi,1302.21,971.89,2018-12-13
P0621,Shampoo Puma Norte Lite 47,Cuidado Personal,Shampoo,Puma Norte,85.93,67.05,2021-02-22
P0622,Vinos y licores Inti Max 70,Bebidas,Vinos y licores,Inti,37.64,26.97,2021-09-04
P0623,Televisores Nuna Max 93,Electrohogar,Televisores,Nuna,95.66,72.03,2022-03-01
P0624,Menaje Runa Familiar 61,Hogar,Menaje,Runa,497.99,317.36,2019-09-05
P0625,Aguas Tika Familiar 56,Bebidas,Aguas,Tika,73.04,46.2,2021-11-28
P0626,Cervezas Sami Clásico 7,Bebidas,Cervezas,Sami,23.02,15.3,2019-04-05
P0627,Cuidado dental Inti Familiar 10,Cuidado Personal,Cuidado dental,Inti,23.31,15.74,2019-05-20
P0628,Muebles pequeños Pacífico Lite 18,Hogar,Muebles pequeños,Pacífico,367.16,279.22,2022-03-06
P0629,Shampoo Misti Familiar 65,Cuidado Personal,Shampoo,Misti,11.44,7.63,2020-06-01
P0630,Menaje Chaska Lite 76,Hogar,Menaje,Chaska,74.05,54.8,2020-06-18
P0631,Muebles pequeños Wayra Eco 48,Hogar,Muebles pequeños,Wayra,467.01,358.38,2022-04-02
P0632,Cuidado dental Chaska Familiar 59,Cuidado Personal,Cuidado dental,Chaska,48.77,31.07,2019-04-16
P0633,Jabones Tika Clásico 82,Cuidado Personal,Jabones,Tika,57.17,37.15,2019-07-13
P0634,Arroz y menestras Chaska Eco 42,Abarrotes,Arroz y menestras,Chaska,16.42,10.92,2022-11-08
P0635,Gaseosas Puma Norte Premium 74,Bebidas,Gaseosas,Puma Norte,48.68,34.99,2019-06-24
P0636,Microondas Misti Max 94,Electrohogar,Microondas,Misti,234.81,173.78,2019-03-27
P0637,Gaseosas Qori Familiar 7,Bebidas,Gaseosas,Qori,3.63,2.3,2022-12-17
P0638,Fideos y pastas Qori Lite 51,Abarrotes,Fideos y pastas,Qori,40.49,28.12,2020-05-31
P0639,Aceites Wayra Familiar 81,Abarrotes,Aceites,Wayra,14.03,11.09,2020-06-02
P0640,Conservas Runa Eco 20,Abarrotes,Conservas,Runa,33.68,25.36,2022-05-10
P0641,Cuidado dental Runa Lite 8,Cuidado Personal,Cuidado dental,Runa,34.34,23.21,2021-09-05
P0642,Organización Misti Clásico 85,Hogar,Organización,Misti,576.07,390.04,2022-11-09
P0643,Jugos Yachay Lite 92,Bebidas,Jugos,Yachay,10.01,7.48,2021-05-04
P0644,Lavado Tika Eco 52,Electrohogar,Lavado,Tika,183.11,142.46,2020-06-30
P0645,Snacks Andes Lite 53,Abarrotes,Snacks,Andes,20.18,13.89,2022-10-06
P0646,Refrigeración Qori Lite 41,Electrohogar,Refrigeración,Qori,786.05,520.22,2021-03-28
P0647,Decoración Yachay Familiar 52,Hogar,Decoración,Yachay,142.2,88.64,2018-12-08
P0648,Lavavajillas Runa Familiar 39,Limpieza,Lavavajillas,Runa,38.03,23.87,2022-07-15
P0649,Ambientadores Sami Max 73,Limpieza,Ambientadores,Sami,28.21,20.95,2021-10-30
P0650,Decoración Nuna Eco 73,Hogar,Decoración,Nuna,13.66,10.45,2019-01-17
P0651,Harinas y azúcar Yachay Clásico 15,Abarrotes,Harinas y azúcar,Yachay,5.58,3.54,2018-11-17
P0652,Menaje Pacífico Eco 11,Hogar,Menaje,Pacífico,129.95,96.63,2021-09-21
P0653,Menaje Sami Max 53,Hogar,Menaje,Sami,153.06,120.1,2021-04-23
P0654,Menaje Andes Premium 38,Hogar,Menaje,Andes,18.14,11.94,2019-03-27
P0655,Muebles pequeños Pacífico Clásico 20,Hogar,Muebles pequeños,Pacífico,26.4,19.65,2019-04-19
P0656,Desinfectantes Wayra Familiar 76,Limpieza,Desinfectantes,Wayra,15.26,9.96,2021-05-23
P0657,Shampoo Misti Eco 16,Cuidado Personal,Shampoo,Misti,18.68,13.71,2019-05-17
P0658,Lavavajillas Sami Premium 17,Limpieza,Lavavajillas,Sami,17.23,11.15,2022-10-07
P0659,Jugos Misti Eco 32,Bebidas,Jugos,Misti,38.55,27.18,2022-12-03
P0660,Menaje Wayra Clásico 48,Hogar,Menaje,Wayra,93.92,62.81,2018-08-30
P0661,Snacks Runa Eco 61,Abarrotes,Snacks,Runa,35.06,21.19,2022-11-13
P0662,Jugos Inti Eco 27,Bebidas,Jugos,Inti,6.69,4.26,2021-06-04
P0663,Textil hogar Yachay Premium 10,Hogar,Textil hogar,Yachay,186.3,112.74,2022-08-12
P0664,Organización Chaska Premium 60,Hogar,Organización,Chaska,231.32,151.56,2022-01-21
P0665,Jugos Nuna Eco 31,Bebidas,Jugos,Nuna,5.78,4.0,2019-10-23
P0666,Decoración Pacífico Eco 34,Hogar,Decoración,Pacífico,35.21,25.68,2020-02-28
P0667,Lavado Pacífico Premium 77,Electrohogar,Lavado,Pacífico,231.07,170.75,2018-07-27
P0668,Licuadoras Pacífico Eco 37,Electrohogar,Licuadoras,Pacífico,1630.74,1287.44,2020-11-08
P0669,Cuidado dental Yachay Premium 52,Cuidado Personal,Cuidado dental,Yachay,42.23,28.3,2022-06-29
P0670,Vinos y licores Runa Lite 60,Bebidas,Vinos y licores,Runa,40.28,27.08,2022-04-14
P0671,Harinas y azúcar Killa Lite 44,Abarrotes,Harinas y azúcar,Killa,13.5,8.44,2020-09-16
P0672,Cervezas Chaska Familiar 48,Bebidas,Cervezas,Chaska,9.8,6.42,2019-02-22
P0673,Energizantes Misti Lite 75,Bebidas,Energizantes,Misti,4.81,3.0,2022-01-27
P0674,Snacks Yachay Familiar 9,Abarrotes,Snacks,Yachay,2.67,1.66,2021-01-10
P0675,Harinas y azúcar Wayra Premium 24,Abarrotes,Harinas y azúcar,Wayra,50.71,32.19,2022-11-11
P0676,Energizantes Chaska Premium 39,Bebidas,Energizantes,Chaska,91.65,62.37,2020-07-25
P0677,Detergentes Andes Premium 74,Limpieza,Detergentes,Andes,44.79,29.24,2021-03-31
P0678,Hervidores Tika Premium 94,Electrohogar,Hervidores,Tika,413.04,302.68,2021-03-06
P0679,Cuidado dental Killa Eco 47,Cuidado Personal,Cuidado dental,Killa,12.63,8.1,2022-09-08
P0680,Papel higiénico Yachay Eco 20,Limpieza,Papel higiénico,Yachay,7.75,5.5,2021-07-10
P0681,Licuadoras Chaska Lite 74,Electrohogar,Licuadoras,Chaska,624.22,461.7,2019-12-26
P0682,Televisores Tika Clásico 40,Electrohogar,Televisores,Tika,143.38,103.83,2019-09-01
P0683,Detergentes Chaska Eco 85,Limpieza,Detergentes,Chaska,5.45,4.3,2021-07-29
P0684,Cuidado dental Tika Clásico 75,Cuidado Personal,Cuidado dental,Tika,26.2,16.3,2020-08-02
P0685,Muebles pequeños Puma Norte Max 24,Hogar,Muebles pequeños,Puma Norte,78.55,49.54,2020-01-27
P0686,Harinas y azúcar Pacífico Lite 97,Abarrotes,Harinas y azúcar,Pacífico,9.06,6.63,2022-03-21
P0687,Cuidado dental Pacífico Clásico 45,Cuidado Personal,Cuidado dental,Pacífico,6.98,4.79,2020-11-15
P0688,Licuadoras Tika Lite 17,Electrohogar,Licuadoras,Tika,652.81,519.86,2020-11-23
P0689,Desinfectantes Wayra Lite 23,Limpieza,Desinfectantes,Wayra,13.5,10.01,2018-12-19
P0690,Licuadoras Runa Premium 9,Electrohogar,Licuadoras,Runa,212.59,132.89,2019-10-05
P0691,Hervidores Kusi Max 20,Electrohogar,Hervidores,Kusi,166.76,105.49,2018-09-10
P0692,Televisores Misti Familiar 64,Electrohogar,Televisores,Misti,442.13,316.39,2021-03-01
P0693,Ambientadores Sami Familiar 22,Limpieza,Ambientadores,Sami,22.04,14.7,2018-11-03
P0694,Licuadoras Sami Familiar 84,Electrohogar,Licuadoras,Sami,538.09,416.96,2022-08-26
P0695,Jabones Killa Familiar 49,Cuidado Personal,Jabones,Killa,49.25,36.47,2021-01-18
P0696,Cervezas Chaska Eco 50,Bebidas,Cervezas,Chaska,49.89,36.75,2020-04-02
P0697,Harinas y azúcar Nuna Lite 27,Abarrotes,Harinas y azúcar,Nuna,25.11,15.38,2021-05-31
P0698,Menaje Nuna Max 39,Hogar,Menaje,Nuna,165.16,101.44,2021-02-04
P0699,Lavavajillas Chaska Familiar 46,Limpieza,Lavavajillas,Chaska,16.43,11.63,2020-07-27
P0700,Cervezas Qori Premium 26,Bebidas,Cervezas,Qori,6.18,4.61,2020-08-31
P0701,Cervezas Wayra Max 37,Bebidas,Cervezas,Wayra,2.74,1.65,2018-08-16
P0702,Jugos Pacífico Max 92,Bebidas,Jugos,Pacífico,31.23,22.21,2022-07-17
P0703,Shampoo Tika Max 15,Cuidado Personal,Shampoo,Tika,46.6,30.45,2019-02-16
P0704,Detergentes Wayra Clásico 68,Limpieza,Detergentes,Wayra,21.08,13.91,2018-12-30
P0705,Gaseosas Tika Clásico 27,Bebidas,Gaseosas,Tika,6.15,4.29,2018-12-09
P0706,Snacks Kusi Lite 9,Abarrotes,Snacks,Kusi,22.92,17.94,2020-12-01
P0707,Textil hogar Qori Clásico 81,Hogar,Textil hogar,Qori,447.56,321.26,2019-09-01
P0708,Conservas Qori Clásico 21,Abarrotes,Conservas,Qori,2.57,1.82,2022-11-15
P0709,Organización Wayra Eco 6,Hogar,Organización,Wayra,32.25,21.21,2021-11-16
P0710,Arroz y menestras Misti Max 66,Abarrotes,Arroz y menestras,Misti,3.66,2.64,2018-11-05
P0711,Lavavajillas Andes Premium 52,Limpieza,Lavavajillas,Andes,32.04,19.44,2021-03-20
P0712,Hervidores Qori Familiar 55,Electrohogar,Hervidores,Qori,1075.31,738.34,2019-01-23
P0713,Cuidado de piel Qori Premium 28,Cuidado Personal,Cuidado de piel,Qori,11.95,7.54,2022-11-02
P0714,Shampoo Chaska Max 94,Cuidado Personal,Shampoo,Chaska,16.23,10.37,2022-07-28
P0715,Harinas y azúcar Andes Eco 60,Abarrotes,Harinas y azúcar,Andes,2.93,1.9,2021-09-25
P0716,Organización Tika Clásico 82,Hogar,Organización,Tika,25.14,18.46,2019-11-25
P0717,Cuidado de piel Tika Eco 95,Cuidado Personal,Cuidado de piel,Tika,70.72,47.87,2020-08-18
P0718,Menaje Puma Norte Clásico 52,Hogar,Menaje,Puma Norte,22.31,14.4,2019-12-20
P0719,Decoración Pacífico Premium 38,Hogar,Decoración,Pacífico,56.16,41.37,2022-07-15
P0720,Televisores Wayra Clásico 48,Electrohogar,Televisores,Wayra,1668.76,1250.83,2021-08-12
P0721,Licuadoras Inti Clásico 95,Electrohogar,Licuadoras,Inti,633.94,435.37,2020-04-25
P0722,Textil hogar Runa Premium 55,Hogar,Textil hogar,Runa,67.94,47.12,2020-10-28
P0723,Shampoo Qori Familiar 15,Cuidado Personal,Shampoo,Qori,12.06,7.65,2022-04-27
P0724,Shampoo Sami Premium 95,Cuidado Personal,Shampoo,Sami,5.73,3.5,2020-05-26
P0725,Detergentes Qori Familiar 59,Limpieza,Detergentes,Qori,5.43,3.69,2020-09-17
P0726,Lavavajillas Pacífico Premium 50,Limpieza,Lavavajillas,Pacífico,9.37,7.02,2021-03-10
P0727,Cuidado de piel Wayra Eco 1,Cuidado Personal,Cuidado de piel,Wayra,14.16,8.84,2020-06-27
P0728,Cuidado de piel Wayra Familiar 42,Cuidado Personal,Cuidado de piel,Wayra,18.07,12.68,2021-12-18
P0729,Aceites Inti Max 38,Abarrotes,Aceites,Inti,6.28,4.29,2021-02-26
P0730,Fideos y pastas Puma Norte Clásico 35,Abarrotes,Fideos y pastas,Puma Norte,4.38,2.94,2021-03-02
P0731,Gaseosas Puma Norte Premium 77,Bebidas,Gaseosas,Puma Norte,24.09,19.16,2020-09-07
P0732,Cervezas Andes Clásico 49,Bebidas,Cervezas,Andes,13.12,8.6,2018-08-07
P0733,Afeitado Tika Clásico 42,Cuidado Personal,Afeitado,Tika,15.92,12.41,2022-10-02
P0734,Textil hogar Nuna Max 20,Hogar,Textil hogar,Nuna,76.96,60.71,2020-03-31
P0735,Cervezas Andes Clásico 95,Bebidas,Cervezas,Andes,30.35,21.91,2018-09-05
P0736,Televisores Nuna Eco 54,Electrohogar,Televisores,Nuna,95.03,67.63,2020-08-10
P0737,Vinos y licores Tika Premium 28,Bebidas,Vinos y licores,Tika,7.76,4.89,2019-02-26
P0738,Lavado Tika Max 40,Electrohogar,Lavado,Tika,478.37,355.75,2019-08-09
P0739,Fideos y pastas Misti Max 35,Abarrotes,Fideos y pastas,Misti,16.03,10.4,2020-11-09
P0740,Afeitado Wayra Lite 59,Cuidado Personal,Afeitado,Wayra,20.63,14.08,2019-09-21
P0741,Lavavajillas Misti Eco 56,Limpieza,Lavavajillas,Misti,22.38,15.43,2020-06-15
P0742,Licuadoras Yachay Premium 65,Electrohogar,Licuadoras,Yachay,2174.05,1545.47,2021-10-24
P0743,Conservas Sami Clásico 13,Abarrotes,Conservas,Sami,17.88,11.73,2018-08-23
P0744,Ambientadores Pacífico Clásico 33,Limpieza,Ambientadores,Pacífico,5.62,4.06,2021-03-21
P0745,Decoración Runa Clásico 53,Hogar,Decoración,Runa,39.33,25.36,2020-11-07
P0746,Jabones Yachay Max 94,Cuidado Personal,Jabones,Yachay,13.65,8.89,2022-10-15
P0747,Harinas y azúcar Killa Clásico 66,Abarrotes,Harinas y azúcar,Killa,5.9,4.3,2019-01-27
P0748,Decoración Andes Clásico 51,Hogar,Decoración,Andes,117.01,77.67,2020-03-04
P0749,Snacks Pacífico Eco 43,Abarrotes,Snacks,Pacífico,47.21,31.39,2019-07-01
P0750,Aceites Kusi Familiar 8,Abarrotes,Aceites,Kusi,15.95,12.5,2018-11-13
P0751,Harinas y azúcar Puma Norte Familiar 76,Abarrotes,Harinas y azúcar,Puma Norte,4.47,2.82,2019-04-15
P0752,Licuadoras Pacífico Eco 2,Electrohogar,Licuadoras,Pacífico,1938.88,1370.43,2020-05-04
P0753,Hervidores Yachay Familiar 93,Electrohogar,Hervidores,Yachay,1212.79,968.38,2019-01-09
P0754,Menaje Pacífico Eco 78,Hogar,Menaje,Pacífico,151.84,99.77,2018-12-31
P0755,Refrigeración Nuna Max 74,Electrohogar,Refrigeración,Nuna,118.85,78.78,2022-12-14
P0756,Textil hogar Puma Norte Familiar 4,Hogar,Textil hogar,Puma Norte,353.75,265.56,2020-04-26
P0757,Organización Andes Premium 2,Hogar,Organización,Andes,177.71,126.89,2018-07-21
P0758,Desinfectantes Runa Lite 62,Limpieza,Desinfectantes,Runa,15.44,9.48,2019-05-29
P0759,Shampoo Inti Familiar 52,Cuidado Personal,Shampoo,Inti,86.61,55.24,2019-09-13
P0760,Menaje Andes Lite 5,Hogar,Menaje,Andes,93.91,58.57,2022-02-08
P0761,Lavavajillas Pacífico Familiar 27,Limpieza,Lavavajillas,Pacífico,11.48,8.8,2020-11-14
P0762,Aguas Yachay Lite 42,Bebidas,Aguas,Yachay,5.23,3.69,2022-08-09
P0763,Muebles pequeños Pacífico Premium 54,Hogar,Muebles pequeños,Pacífico,25.07,16.78,2018-11-27
P0764,Harinas y azúcar Nuna Premium 94,Abarrotes,Harinas y azúcar,Nuna,5.01,3.82,2019-04-11
P0765,Afeitado Qori Lite 18,Cuidado Personal,Afeitado,Qori,71.75,57.32,2022-08-08
P0766,Organización Nuna Premium 1,Hogar,Organización,Nuna,12.17,7.63,2019-07-03
P0767,Licuadoras Runa Lite 65,Electrohogar,Licuadoras,Runa,706.17,498.38,2022-04-17
P0768,Jabones Tika Lite 83,Cuidado Personal,Jabones,Tika,6.02,4.16,2022-02-12
P0769,Desinfectantes Inti Lite 57,Limpieza,Desinfectantes,Inti,36.13,26.34,2021-01-15
P0770,Aguas Qori Lite 34,Bebidas,Aguas,Qori,4.35,2.97,2022-07-19
P0771,Cuidado dental Inti Eco 35,Cuidado Personal,Cuidado dental,Inti,7.83,4.96,2020-12-25
P0772,Hervidores Runa Premium 81,Electrohogar,Hervidores,Runa,109.76,84.38,2018-09-08
P0773,Cuidado de piel Tika Clásico 95,Cuidado Personal,Cuidado de piel,Tika,7.45,4.72,2022-10-26
P0774,Microondas Nuna Max 10,Electrohogar,Microondas,Nuna,276.44,196.28,2022-11-26
P0775,Decoración Qori Eco 78,Hogar,Decoración,Qori,69.52,53.94,2021-08-18
P0776,Shampoo Puma Norte Lite 63,Cuidado Personal,Shampoo,Puma Norte,13.9,9.57,2022-04-15
P0777,Shampoo Runa Max 8,Cuidado Personal,Shampoo,Runa,9.43,6.98,2020-10-30
P0778,Lavado Sami Max 52,Electrohogar,Lavado,Sami,782.69,474.51,2022-09-14
P0779,Papel higiénico Qori Familiar 13,Limpieza,Papel higiénico,Qori,45.8,35.66,2022-10-21
P0780,Gaseosas Kusi Clásico 71,Bebidas,Gaseosas,Kusi,2.77,1.85,2022-07-24
P0781,Refrigeración Puma Norte Max 89,Electrohogar,Refrigeración,Puma Norte,231.22,158.28,2022-11-07
P0782,Licuadoras Yachay Clásico 11,Electrohogar,Licuadoras,Yachay,197.36,136.08,2021-06-08
P0783,Textil hogar Misti Lite 28,Hogar,Textil hogar,Misti,381.05,292.41,2022-11-13
P0784,Snacks Inti Familiar 64,Abarrotes,Snacks,Inti,2.68,1.87,2018-09-26
P0785,Lavavajillas Pacífico Max 71,Limpieza,Lavavajillas,Pacífico,53.64,34.82,2018-12-07
P0786,Aceites Puma Norte Lite 4,Abarrotes,Aceites,Puma Norte,6.91,4.76,2021-06-10
P0787,Papel higiénico Tika Premium 48,Limpieza,Papel higiénico,Tika,57.87,46.14,2019-10-10
P0788,Papel higiénico Runa Premium 9,Limpieza,Papel higiénico,Runa,22.83,15.52,2018-07-23
P0789,Conservas Pacífico Lite 7,Abarrotes,Conservas,Pacífico,21.94,17.11,2021-04-15
P0790,Menaje Sami Max 74,Hogar,Menaje,Sami,73.51,44.65,2018-09-21
P0791,Hervidores Wayra Lite 39,Electrohogar,Hervidores,Wayra,2166.2,1704.7,2022-08-30
P0792,Vinos y licores Pacífico Lite 63,Bebidas,Vinos y licores,Pacífico,61.1,40.69,2018-11-05
P0793,Licuadoras Inti Clásico 63,Electrohogar,Licuadoras,Inti,298.9,237.11,2021-08-29
P0794,Aguas Runa Familiar 33,Bebidas,Aguas,Runa,11.55,7.68,2020-12-20
P0795,Cervezas Qori Eco 17,Bebidas,Cervezas,Qori,4.6,3.16,2020-12-21
P0796,Licuadoras Qori Premium 74,Electrohogar,Licuadoras,Qori,1138.98,694.13,2020-11-01
P0797,Jabones Misti Max 47,Cuidado Personal,Jabones,Misti,12.88,9.81,2020-12-10
P0798,Refrigeración Nuna Lite 82,Electrohogar,Refrigeración,Nuna,276.75,210.34,2020-09-27
P0799,Vinos y licores Pacífico Max 17,Bebidas,Vinos y licores,Pacífico,32.4,21.7,2018-10-06
P0800,Aceites Misti Familiar 53,Abarrotes,Aceites,Misti,4.26,2.58,2020-02-06
